,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
0,0.0,D:dota_replay/FLYING FORTUNE/20260509/,http://replay272.valve.net/570/8803332181_660859115.dem.bz2,43.107388496398926,toDo,8803332181
1,1.0,D:dota_replay/FLYING FORTUNE/20260509/,http://replay272.valve.net/570/8803307256_1005039982.dem.bz2,42.83942890167236,toDo,8803307256
2,2.0,D:dota_replay/FLYING FORTUNE/20260509/,http://replay274.valve.net/570/8803280274_14074535.dem.bz2,38.87104511260986,toDo,8803280274
3,3.0,D:dota_replay/FLYING FORTUNE/20260508/,http://replay272.valve.net/570/8801963168_701183092.dem.bz2,34.37985801696777,toDo,8801963168
4,4.0,D:dota_replay/FLYING FORTUNE/20260508/,http://replay274.valve.net/570/8801941897_1850465478.dem.bz2,41.11095905303955,toDo,8801941897
5,5.0,D:dota_replay/FLYING FORTUNE/20260507/,http://replay273.valve.net/570/8800839015_953909071.dem.bz2,33.10840034484863,toDo,8800839015
6,6.0,D:dota_replay/FLYING FORTUNE/20260507/,http://replay273.valve.net/570/8800819442_345793799.dem.bz2,33.23060607910156,toDo,8800819442
7,7.0,D:dota_replay/FLYING FORTUNE/20260507/,http://replay273.valve.net/570/8800798023_1662690321.dem.bz2,38.30784225463867,toDo,8800798023
8,8.0,D:dota_replay/FLYING FORTUNE/20260506/,http://replay273.valve.net/570/8799601934_940467412.dem.bz2,32.185709953308105,toDo,8799601934
9,9.0,D:dota_replay/FLYING FORTUNE/20260506/,http://replay273.valve.net/570/8799579943_281005799.dem.bz2,37.7811803817749,toDo,8799579943
10,10.0,D:dota_replay/FLYING FORTUNE/20260506/,http://replay272.valve.net/570/8799556270_491553049.dem.bz2,46.80189895629883,toDo,8799556270
11,11.0,D:dota_replay/FLYING FORTUNE/20260505/,http://replay274.valve.net/570/8798406537_1129762540.dem.bz2,31.417033195495605,toDo,8798406537
12,12.0,D:dota_replay/FLYING FORTUNE/20260505/,http://replay273.valve.net/570/8798389777_1273703182.dem.bz2,35.637128829956055,toDo,8798389777
